DÍA;Ubic;Horario;Latitude;Longitude
SÁBADO;SERAPIO RENDON ENTRE SULLIVAN Y VILLALONGÍN “Tianguis Serapio”;07:00 A 17:00 HORAS;19,432660419;-99,161016354
MARTES;MOCTEZUMA / LÁZARO CÁRDENAS Y CUAUHTÉMOC;08:00 A 19:00 HORAS;19,299160982;-99,160630426
MIÉRCOLES;TOCHTLI ENTRE AVENIDA ESCUINAPA Y QUECHOL;8:00 A 19:00 HORAS;19,329692021;-99,160650824
DOMINGO;TOCHTLI ENTRE AVENIDA ESCUINAPA Y AYOTOSCO;8:00 A 19:00 HORAS;19,329692021;-99,160650824
SÁBADO;AV. PROGRESO NACIONAL ENTRE CALLE 10 Y CALLE 9;07:00 A 17:00 HORAS;19,520321730;-99,160762624
LUNES;UXMAL ENTRE CARRILLO PUERTO Y ANTONIO GUTIERREZ NAJERA;6:00 A 16:00 HORAS;19,362181214;-99,160302503
DOMINGO;SULLIVAN ENTRE SERAPIO RENDON Y SADI CARNOT “Tianguis Monumento a la Madre”;07:00 A 17:00 HORAS;19,432751971;-99,160296274
DOMINGO;REY TOPIULZIN ENTRE ZAPOTECAS Y AV. AZTECAS;8:00 A 19:00 HORAS;19,324102097;-99,160101972
DOMINGO;AV. PROGRESO NACIONAL ENTRE CALLE 10 Y CALLE 12;07:00 A 17:00 HORAS;19,520016873;-99,160088183
LUNES;JALAPA, ENTRE CALLEJÓN DE LEÓN DE LOS ALDAMA Y ANTONIO M. ANZÁ  “Bazar Jalapa”;07:00 A 17:00 HORAS;19,411479916;-99,159695831
MARTES;JALAPA, ENTRE CALLEJÓN DE LEÓN DE LOS ALDAMA Y ANTONIO M. ANZÁ  “Bazar Jalapa”;07:00 A 17:00 HORAS;19,411479916;-99,159695831
MIÉRCOLES;JALAPA, ENTRE CALLEJÓN DE LEÓN DE LOS ALDAMA Y ANTONIO M. ANZÁ  “Bazar Jalapa”;07:00 A 17:00 HORAS;19,411479916;-99,159695831
JUEVES;JALAPA, ENTRE CALLEJÓN DE LEÓN DE LOS ALDAMA Y ANTONIO M. ANZÁ  “Bazar Jalapa”;07:00 A 17:00 HORAS;19,411479916;-99,159695831
VIERNES;JALAPA, ENTRE CALLEJÓN DE LEÓN DE LOS ALDAMA Y ANTONIO M. ANZÁ  “Bazar Jalapa”;07:00 A 17:00 HORAS;19,411479916;-99,159695831
SÁBADO;JALAPA, ENTRE CALLEJÓN DE LEÓN DE LOS ALDAMA Y ANTONIO M. ANZÁ  “Bazar Jalapa”;07:00 A 17:00 HORAS;19,411479916;-99,159695831
DOMINGO;JALAPA, ENTRE CALLEJÓN DE LEÓN DE LOS ALDAMA Y ANTONIO M. ANZÁ  “Bazar Jalapa”;07:00 A 17:00 HORAS;19,411479916;-99,159695831
SÁBADO;CALLE 10 ENTRE PROGRESO NACIONAL Y EJE CENTRAL LAZARO CARDENAS;07:00 A 17:00 HORAS;19,521821979;-99,159649234
LUNES;CALLE 12 ENTRE AV. PROGRESO NACIONAL Y CALLE 28;07:00 A 17:00 HORAS;19,520476402;-99,159281343
SÁBADO;CALLE 12 ENTRE AV. PROGRESO NACIONAL Y CALLE 28;07:00 A 17:00 HORAS;19,520476402;-99,159281343
JUEVES;RAMÓN LÓPEZ VELARDE, ENTRE  NARANJO Y JAIME TORRES BODET “Tianguis Santa María”;07:00 A 17:00 HORAS;19,444512923;-99,159171657
MIÉRCOLES;PROL. JUÁREZ CDA. DE MIRADOR 5 / MIRADOR 4 Y 5;08:00 A 19:00 HORAS;19,252931851;-99,158981040
SÁBADO;CALLE 28 ENTRE CALLE 11 Y CALLE 12;07:00 A 17:00 HORAS;19,521226897;-99,159120238
DOMINGO;PROL. JUÁREZ CDA. DE MIRADOR 5 / MIRADOR 4 Y 5;08:00 A 19:00 HORAS;19,252879822;-99,158846058
JUEVES;GLADIOLAS / RIOS SAN BUENAVENTURA;08:00 A 19:00 HORAS;19,266966330;-99,158849250
SÁBADO;RÍO SAN BUENAVENTURA  / AV. PARAISO Y BUGAMBIALIA;08:00 A 19:00 HORAS;19,267336335;-99,158728366
JUEVES;TABARETE ENTRE CORAS Y TESSNENE;8:00 A 19:00 HORAS;19,318238374;-99,158681201
JUEVES;RIO SAN BUENAVENTURA / TEPOZAN Y AVE DEL PARAISO;08:00 A 19:00 HORAS;19,268149749;-99,158464495
LUNES;PROGRESO NACIONAL ENTRE CALLE 10 Y CALLE 20;07:00 A 17:00 HORAS;19,519202150;-99,158474048
SÁBADO;AV. PROGRESO NACIONAL ENTRE CALLE 18 Y CALLE 13;07:00 A 17:00 HORAS;19,519202150;-99,158474048
SÁBADO;RÍO DE SAN BUENAVENTURA / JAZMIN Y LÁZARO CÁRDENAA;08:00 A 19:00 HORAS;19,269916737;-99,157945539
VIERNES;EJE 1 ÁLZATE, ENTRE NARANJO Y STA. MARÍA “Tianguis Naranjo”;07:00 A 17:00 HORAS;19,447081007;-99,158059894
LUNES;EJE 1 ÁLZATE, ENTRE NARANJO Y STA. MARÍA “Tianguis Naranjo”;07:00 A 17:00 HORAS;19,447081007;-99,158059894
LUNES;ORIZABA, ESQ. M. ANZÁ Y  PLAZA DEL LANZADOR,“Bazar el Lanzador”;07:00 A 17:00 HORAS;19,411539495;-99,158014947
DOMINGO;"ORIZABA, ESQ. M. ANZÁ Y  PLAZA DEL LANZADOR, CENTRO URBANO BENITO JUÁREZ ""Mercado el 100”";07:00 A 17:00 HORAS;19,411539495;-99,158014947
MIÉRCOLES;ORIZABA, ESQ. M. ANZÁ Y  PLAZA DEL LANZADOR,“Bazar el Lanzador”;07:00 A 17:00 HORAS;19,411539495;-99,158014947
JUEVES;ORIZABA, ESQ. M. ANZÁ Y  PLAZA DEL LANZADOR,“Bazar el Lanzador”;07:00 A 17:00 HORAS;19,411539495;-99,158014947
VIERNES;ORIZABA, ESQ. M. ANZÁ Y  PLAZA DEL LANZADOR,“Bazar el Lanzador”;07:00 A 17:00 HORAS;19,411539495;-99,158014947
SÁBADO;ORIZABA, ESQ. M. ANZÁ Y  PLAZA DEL LANZADOR,“Bazar el Lanzador”;07:00 A 17:00 HORAS;19,411539495;-99,158014947
DOMINGO;ORIZABA, ESQ. M. ANZÁ Y  PLAZA DEL LANZADOR,“Bazar el Lanzador”;07:00 A 17:00 HORAS;19,411539495;-99,158014947
SÁBADO;RIO SAN BUENAVENTURA / JAZMIN Y GARDENIA;08:00 A 19:00 HORAS;19,270917937;-99,157588481
JUEVES;UNIVERSIDAD ENTRE ANGEL URRAZA Y SAN BORJA;6:00 A 16:00 HORAS;19,381869261;-99,157468159
JUEVES;IZQUITECATL ENTRE TEOCALLI Y REY IXTLIXOCHITL;8:00 A 19:00 HORAS;19,317242089;-99,157229014
VIERNES;MÉRIDA ENTRE ÁLVARO OBREGÓN Y GUANAJUATO “Tianguis Merida Obregón”;07:00 A 17:00 HORAS;19,417917017;-99,157152887
DOMINGO;IXTLIXOCHITL EXP. MDO. A. MONT. ENTRE MIXTECAS Y TOLTECAS;8:00 A 19:00 HORAS;19,323978048;-99,156733956
DOMINGO;IXTLIXOCHITL ENTRE MIXTECAS Y NAHUATLACAS;8:00 A 19:00 HORAS;19,323978048;-99,156733956
MARTES;CALZADA VALLEJO ENTRE PLAYA Y MARGARITA MAZA DE JUAREZ;07:00 A 17:00 HORAS;19,503986224;-99,156791149
JUEVES;CALLE PLAYA ENTRE AV. OTHON DE MENDIZABAL Y CALZADA VALLEJO;07:00 A 17:00 HORAS;19,503986224;-99,156791149
JUEVES;LAS FLORES ENTRE REAL DE LOS REYES Y REFORMA POLITICA;8:00 A 19:00 HORAS;19,340372045;-99,155992035
DOMINGO;SAN RICARDO ENTRE SAN HERMILO Y SAN RAUL;8:00 A 19:00 HORAS;19,313162049;-99,155798959
SÁBADO;MÉRIDA, ENTRE COAHUILA Y ANTONIO M.  ANZÁ “Tianguis Meida Coahuila”;07:00 A 17:00 HORAS;19,412244760;-99,155714039
SÁBADO;EZEQUIEL MONTES, ENTRE ÉDISON Y PUENTE DE ALVARADO “Tianguis Ezequiel Montes”;07:00 A 17:00 HORAS;19,438834790;-99,155576186
LUNES;CARRETERA FEDERAL A CUERNAVACA;08:00 A 19:00 HORAS;19,209390442;-99,155357552
DOMINGO;AMERICA ENTRE SAN ANGEL DE QUEVEDO Y PACIFICO;8:00 A 19:00 HORAS;19,343185054;-99,155295971
MARTES;ING. AMICAR VIDAL / LA 5A. Y LA 7A;08:00 A 19:00 HORAS;19,292752331;-99,155174678
MARTES;ING. AMICAR VIDAL /FRAY PEDRO DE GANTÉ HASTA CALZ. DE TLALPAN;08:00 A 19:00 HORAS;19,292799603;-99,155060602
DOMINGO;CUAUHTÉMOC, ENTRE ANTONIO M. ANZÁ Y HUATABAMPO (PARQUE LÓPEZ VELARDE) “Bazar Parque Ramón López Velarde”;07:00 A 17:00 HORAS;19,409584064;-99,155125164
SÁBADO;CUAUHTÉMOC, ENTRE ANTONIO M. ANZÁ Y HUATABAMPO (PARQUE LÓPEZ VELARDE) “Bazar Parque Ramón López Velarde”;07:00 A 17:00 HORAS;19,409584064;-99,155125164
MIÉRCOLES;SAN RICARDO ENTRE SAN ALBERTO Y SAN RAUL;8:00 A 19:00 HORAS;19,316139486;-99,154746471
JUEVES;VERTIZ ENTRE MIGUEL LAURENT Y MUNICIPIO  LIBRE;6:00 A 16:00 HORAS;19,373505343;-99,154515253
DOMINGO;"PARQUE PUSHKIN MORELIA, COLIMA, ÁLVARO OBREGÓN Y CUAUHTÉMOC ""Tianguis Parque Puskin""";07:00 A 17:00 HORAS;19,420158822;-99,154276963
DOMINGO;CORAS ENTRE NEZAHUALCOYOTL E IXTLIXOCHITL;8:00 A 19:00 HORAS;19,322941255;-99,154009767
SÁBADO;AV. CUAUHTÉMOC, ENTRE DR. LICEAGA Y DR. NAVARRO;07:00 A 17:00 HORAS;19,421894141;-99,153972262
SÁBADO;MARGARITA MAZA DE JUAREZ ENTRE EJE CENTRAL LAZARO CARDENAS Y CALZADA VALLEJO;07:00 A 17:00 HORAS;19,507529124;-99,153982894
JUEVES;CUMBRES DE MALTRATAENTRE XOCHICALCO Y VERTIZ;6:00 A 16:00 HORAS;19,393852916;-99,153720255
SÁBADO;PONIENTE 148 ENTRE NORTE 35 Y CALZADA VALLEJO;07:00 A 17:00 HORAS;19,500015258;-99,153671396
SÁBADO;CAMPECHE ENTRE AV. EDO. DE México Y TLAXCALA;07:00 A 17:00 HORAS;19,554059849;-99,153396757
MARTES;ANTIGUA TAXQUEÑA ENTRE AMERICA Y SAN LUCAS;8:00 A 19:00 HORAS;19,345273080;-99,153108978
VIERNES;ACULCO ENTRE CIENEGA Y PLAZUELA DE LOS REYES;8:00 A 19:00 HORAS;19,337377107;-99,153076006
MARTES;SANTA URSULA ENTRE SAN CASTULO Y SAN EMETERINO;8:00 A 19:00 HORAS;19,308799855;-99,152966772
LUNES;REPUBLICAS ENTRE SEVILLA Y TOKIO;6:00 A 16:00 HORAS;19,364438436;-99,152977841
VIERNES;CIENEGA ENTRE ACOLCO;8:00 A 19:00 HORAS;19,337223945;-99,152835089
DOMINGO;DR. ERAZO ENTRE DR. CARMONA Y VALLE Y DR. LUCIO “Tianguis Erazo”;07:00 A 17:00 HORAS;19,418530659;-99,152901887
LUNES;AMERICA ENTRE PENSYLVANIA Y ANTIGUA TAXQUEÑA;8:00 A 19:00 HORAS;19,346254118;-99,152742000
MIÉRCOLES;CALZ SAN SIMÓN, ENTRE CHOPO Y OYAMEL, “Tianguis San Simón”;07:00 A 17:00 HORAS;19,459822232;-99,152333925
MARTES;SAN BENJAMIN ENTRE SAN CASTULO Y SAN JORGE;8:00 A 19:00 HORAS;19,306837048;-99,152081036
MARTES;SAN GABRIEL ENTRE SANTA URSULA Y SAN HERMILIO;8:00 A 19:00 HORAS;19,309557338;-99,152027199
MARTES;SAN GABRIEL ENTRE SANTA URSULA Y SAN HERMILIO;8:00 A 19:00 HORAS;19,309557338;-99,152027199
MIÉRCOLES;VERTIZ Y CONCEPCION;6:00 A 16:00 HORAS;19,386435158;-99,152061083
DOMINGO;SAN GONZALO ENTRE SAN BENITO Y SAN ALBERTO;8:00 A 19:00 HORAS;19,311863057;-99,151786975
DOMINGO;SAN GONZALO ENTRE SAN BENITO Y SAN MACARIO;8:00 A 19:00 HORAS;19,311863057;-99,151786975
DOMINGO;SAN GONZALO ENTRE SAN BENITO Y SAN GABRIEL;8:00 A 19:00 HORAS;19,311796120;-99,151533992
LUNES;CALLE 29 ENTRE CALLE 26 Y CALLE 23-A;07:00 A 17:00 HORAS;19,519271572;-99,151602270
LUNES;AV. SAN MIGUEL CHALMA ENTRE PUEBLA Y NAYARIT;07:00 A 17:00 HORAS;19,551545830;-99,151558035
MIÉRCOLES;SARATOGA Y EMPERADORES;6:00 A 16:00 HORAS;19,366943095;-99,151282839
MARTES;CALLE SANTA URSULA ENTRE SAN CASTULO, SAN LEON Y AVENIDA DEL IMAN;8:00 A 19:00 HORAS;19,308046126;-99,150591981
MIÉRCOLES;ZARAGOZA, ENTRE PUENTE DE ALVARADO Y OROZCO Y BERRA, “Tianguis Zaragoza”;07:00 A 17:00 HORAS;19,438901877;-99,150611458
SÁBADO;BOULEVAR DEL TEMOLUCO ENTRE DESEMBOCADURA E INSULA;07:00 A 17:00 HORAS;19,525263672;-99,149951764
SÁBADO;BOULEVAR DEL TEMOLUCO ENTRE ANDADOR 33 Y LA AV. INSULA;07:00 A 17:00 HORAS;19,525263672;-99,149951764
SÁBADO;BOULEVAR DEL TEMOLUCO ENTRE ANDADOR 8 Y DESOMBOCADURA;07:00 A 17:00 HORAS;19,525263672;-99,149951764
VIERNES;SAN JUAN BOSCO / ACUEDUCTO Y RESPALDO DE SAN LORENZO;08:00 A 19:00 HORAS;19,297530322;-99,149734096
LUNES;SAN JUAN BOSCO / ACUEDUCTO Y RESPALDO DE SAN LORENZO;08:00 A 19:00 HORAS;19,297489315;-99,149705979
JUEVES;GERANIO, ENTRE NOPAL Y LIRIO.  “Tianguis Peñafiel”;07:00 A 17:00 HORAS;19,457941146;-99,149718669
DOMINGO;DR. NAVARRO ENTRE NIÑOS HÉROES Y DR. JIMENEZ “Tianguis Navarro”;07:00 A 17:00 HORAS;19,420636100;-99,149387569
DOMINGO;EXPLANADA MERCADO MORELIA DR. VERTIZ Y FEDERICO GOMEZ SANTOS “Tianguis Mercado Morelia”;07:00 A 17:00 HORAS;19,408127880;-99,149311948
MIÉRCOLES;LEY FED. DEL TRABAJO / LEY DE LA REFORMA AGRARIA Y LEY REFORMA DE TURISMO;08:00 A 19:00 HORAS;19,239731492;-99,149145357
MARTES;DIAGONAL SAN ANTONIO ENTRE MITLA Y ZEMPOALA;6:00 A 16:00 HORAS;19,399983085;-99,149263181
JUEVES;PONIENTE 126 ENTRE NORTE 19-A Y NORTE 22-A;07:00 A 17:00 HORAS;19,486598508;-99,148668952
SÁBADO;(INT. CONCERT. PORVENIR) CALLE 26 Y 9;8:00 A 19:00 HORAS;19,471814392;-99,148554941
MARTES;MIRADOR CHAPULTEPEC / DEPTO. DE AGUS Y TETEQUILO;08:00 A 19:00 HORAS;19,203606642;-99,148161014
SÁBADO;DR. VELASCO, ENTRE DR.VERTIZ Y DR. JIMÉNEZ;07:00 A 17:00 HORAS;19,419247047;-99,148318325
LUNES;BULEVAR DE TEMOLUCO ENTRE ANDADOR 13 Y ANDADOR 18;07:00 A 17:00 HORAS;19,524706198;-99,148385138
JUEVES;BULEVAR DE TEMOLUCO ENTRE ANDADOR 14 Y ANDADOR 19;07:00 A 17:00 HORAS;19,524706198;-99,148385138
DOMINGO;CALLEJÓN DE PANAMÁ, ENTRE DR. NORMA Y DR. JOSÉ MARÍA VERTIZ “Tianguis Doctores Titino”;07:00 A 17:00 HORAS;19,409848294;-99,148108163
MARTES;SÁNDALO ESQ. TILOS “Tianguis Sándalo”;07:00 A 17:00 HORAS;19,462381304;-99,147960960
VIERNES;SÁNDALO ESQ. TILOS “Tianguis Sándalo”;07:00 A 17:00 HORAS;19,462381304;-99,147960960
DOMINGO;PLAZUELA EMILIANO ZAPATA ENTRE SANTA CRUZ Y CERRADA SANTA CRUZ;8:00 A 19:00 HORAS;19,329366067;-99,147578038
DOMINGO;DR. ANDRADE, ENTRE DR. NORMA Y DR. UGARTE  “Tianguis Doctores Clara”;07:00 A 17:00 HORAS;19,409887114;-99,147601673
LUNES;FUENTES BUENA Y FUENTES ALPINO;08:00 A 19:00 HORAS;19,269324411;-99,147469685
VIERNES;ELEUTERIO MENDEZ ENTRE CALLE SEIS Y PROLONGACION BOLIVAR;6:00 A 16:00 HORAS;19,374192121;-99,147503604
MARTES;UNIDAD / CALZADA MÉXICO XOCHIMILCO Y ARENAL;08:00 A 19:00 HORAS;19,291506946;-99,147360477
JUEVES;NEVADO ENTRE RUMANIA Y BELGICA;6:00 A 16:00 HORAS;19,359568820;-99,147221364
MARTES;TONACATECUTLI ENTRE TECALCO Y TEPETLAPA;8:00 A 19:00 HORAS;19,322748617;-99,147176934
MARTES;TONACATECUTLI ENTRE TECALCO Y TEPETLAPA;8:00 A 19:00 HORAS;19,322748617;-99,147176934
LUNES;AV. 11 Y BOLIVAR;6:00 A 16:00 HORAS;19,376643933;-99,147174893
DOMINGO;DR. NORMA ENTRE DR. JOSE MARÍA VERTIZ Y DR. ÁLVAREZ NÚÑEZ “Tianguis Doctores Angelica”;07:00 A 17:00 HORAS;19,409909195;-99,147118693
MIÉRCOLES;AV. ADOLFO LOPEZ MATEO ENTRE CHALMA LA VILLA Y LAZARO CARDENAS;07:00 A 17:00 HORAS;19,540572674;-99,147199503
JUEVES;CAMINO VIEJO A SANTIAGO ENTRE PRIVADA DIAMANTE, COLONIA TLAXOPA;9:00 A 17:00 HORAS;19,240424905;-99,146493985
LUNES;SAN ISIDRO ENTRE SAN ALBERTO Y SAN RAUL;8:00 A 19:00 HORAS;19,312683063;-99,146420962
MARTES;CALLE TONACATECUTLI ENTRE TECALAO Y TEPATLAPA;8:00 A 19:00 HORAS;19,322527127;-99,146259040
LUNES;REPUBLICAS Y BELGICA;6:00 A 16:00 HORAS;19,363363612;-99,146178775
VIERNES;OBRERO MUNDIAL ENTRE CASAS GRANDES Y LA QUEMADA;6:00 A 16:00 HORAS;19,402109778;-99,146207731
SÁBADO;BELGICA ENTRE EMILIANO ZAPATA Y REPUBLICAS;6:00 A 16:00 HORAS;19,364071812;-99,146132843
MARTES;AV. BUENAVISTA ENTRE SALVATIERRA Y 16 DE SEPTIEMBRE 1823;07:00 A 17:00 HORAS;19,496447481;-99,145908206
VIERNES;AV. BUENAVISTA ENTRE SALVATIERRA Y 16 DE SEPTIEMBRE 1823;07:00 A 17:00 HORAS;19,496447481;-99,145908206
MARTES;PONIENTE 126 ENTRE NORTE 13-A Y NORTE 15-A;07:00 A 17:00 HORAS;19,485837278;-99,145812461
MIÉRCOLES;RIO SAN PEDRO 1ER ESTACIONAMIENTO;07:00 A 17:00 HORAS;19,530613715;-99,145796455
DOMINGO;PONIENTE 112 ENTRE NORTE 9 Y NORTE 11 EXPLANDA DEL MERCADO PANAMERICANA;07:00 A 17:00 HORAS;19,478176387;-99,145220923
LUNES;NEVADO ENTE ALHAMBRA Y ANTILLAS;6:00 A 16:00 HORAS;19,359186454;-99,144852285
DOMINGO;AV. CHALMA LA VILLA ENTRE RIO SAN PEDRO Y VIRGINA FABREGAS;07:00 A 17:00 HORAS;19,531122358;-99,144969644
MIÉRCOLES;SANTA CRUZ / CDA. SANTA CRUZ Y XAXACALCO;08:00 A 19:00 HORAS;19,193005412;-99,144547832
MARTES;ROMERO ENTRE VIRGILIO URIBE Y CASTILLA;6:00 A 16:00 HORAS;19,385405846;-99,144024547
JUEVES;3ER ESTACIONAMIENTO;07:00 A 17:00 HORAS;19,533284069;-99,144143628
JUEVES;ROMERO ENTRE VIRGILIO URIBE Y CASTILLA;6:00 A 16:00 HORAS;19,385329230;-99,143427368
MARTES;AMANDA DEL LLANO ENTRE JOAQUIN PARDAVE Y ROBERTO SOTO;07:00 A 17:00 HORAS;19,528027930;-99,143294652
SÁBADO;JAVIER SOLIS ENTRE VIRGINIA FABREGAS Y AV. CUAUTEPEC;07:00 A 17:00 HORAS;19,525752380;-99,143177887
VIERNES;COROLA ENTRE POLÉN Y TALLO;8:00 A 19:00 HORAS;19,318507007;-99,142768401
DOMINGO;CAMINO VIEJO A SANTIAGO Y CALLE DE LA ROSA;08:00 A 19:00 HORAS;19,245482743;-99,142664697
JUEVES;PLAZUELA DE JUAREZ ENTRE ALLENDE Y CALZADA DE TLALPAN;8:00 A 19:00 HORAS;19,308653253;-99,142606974
LUNES;RICARDO FLORES MAGÓN, ENTRE LERDO Y ZARCO “Tianguis Flores Magón”;07:00 A 17:00 HORAS;19,451421685;-99,142674404
SÁBADO;RICARDO FLORES MAGÓN, ENTRE LERDO Y ZARCO “Tianguis Zarco”;07:00 A 17:00 HORAS;19,451421685;-99,142674404
MIÉRCOLES;RICARDO FLORES MAGÓN, ENTRE LERDO Y ZARCO “Tianguis Zarco”;07:00 A 17:00 HORAS;19,451421685;-99,142674404
DOMINGO;RICARDO FLORES MAGÓN, ENTRE LERDO Y ZARCO “Tianguis Zarco”;07:00 A 17:00 HORAS;19,451421685;-99,142674404
MIÉRCOLES;RICARDO FLORES MAGÓN, ENTRE LERDO Y ZARCO “Tianguis Flores Magón”;07:00 A 17:00 HORAS;19,451421685;-99,142674404
SÁBADO;RICARDO FLORES MAGÓN, ENTRE LERDO Y ZARCO “Tianguis Flores Magón”;07:00 A 17:00 HORAS;19,451421685;-99,142674404
DOMINGO;RICARDO FLORES MAGÓN, ENTRE LERDO Y ZARCO “Tianguis Flores Magón”;07:00 A 17:00 HORAS;19,451421685;-99,142674404
DOMINGO;JUAREZ ENTRE ALLENDE Y CALZADA DE TLALPAN;8:00 A 19:00 HORAS;19,308680252;-99,142520090
VIERNES;TOLNAHUAC, ENTRE CDA. DE ROJAS Y ZOLTAN KÓDALI “Tianguis Tolnahuac-Zoltan”;07:00 A 17:00 HORAS;19,459859552;-99,142558113
DOMINGO;ZOLTAN KODALY ENTRE CDA. DE ROJAS Y TOLNAHUAC “Tianguis Tolnahuac-Zoltan”;07:00 A 17:00 HORAS;19,459859552;-99,142558113
MIÉRCOLES;ALEMANIA E INDEPENDENCIA;6:00 A 16:00 HORAS;19,378392158;-99,142454911
MIÉRCOLES;PONIENTE 108 ENTRE NORTE 1F Y NORTE 7A;07:00 A 17:00 HORAS;19,475152866;-99,142537182
LUNES;BRAHMS ENTRE LEOPOLDO AUER Y MIGUEL GLINKA;07:00 A 17:00 HORAS;19,469345018;-99,142424911
MIÉRCOLES;DE LAS TORRES ESQ. ABASOLO;08:00 A 19:00 HORAS;19,274041089;-99,142144652
VIERNES;AV. RIO SAN JAVIER ENTRE LAZARO CARDENAS Y GAVILAN;07:00 A 17:00 HORAS;19,561943295;-99,142117821
DOMINGO;AV. RIO SAN JAVIER ENTRE LAZARO CARDENAS Y GAVILAN;07:00 A 17:00 HORAS;19,561943295;-99,142117821
JUEVES;DIVISION DEL NORTE ENTRE MUSEO Y BAMBU;8:00 A 19:00 HORAS;19,327354129;-99,141595135
SÁBADO;ARENAL / ESMERALDA Y JOYA;08:00 A 19:00 HORAS;19,281219264;-99,141502432
SÁBADO;5 DE FEBRERO ENTRE ROMERO Y EJE 5 RAMOS MILLAN;6:00 A 16:00 HORAS;19,384099401;-99,141509740
LUNES;FRANCISCO VILLA ANTRE 5 DE MAYO Y 6TA CERRADA DEL ROSARIO;07:00 A 17:00 HORAS;19,549521891;-99,141631631
SÁBADO;AVENIDA 8 ENTRE AVENIDA 3 Y CALLE 8;8:00 A 19:00 HORAS;19,337812056;-99,141114983
VIERNES;FRANCISCO VILLA ENTRE 5 DE MAYO Y PUERTO LA PIEDAD;07:00 A 17:00 HORAS;19,550950299;-99,140937732
LUNES;AVENIDA EJIDO ENTRE BORDO Y BRUSELAS;8:00 A 19:00 HORAS;19,302645049;-99,140723003
MIÉRCOLES;JOHN F. KENNEDY ENTRE AV. CUAUTEPEC Y CUAUHTEMOC;07:00 A 17:00 HORAS;19,530048389;-99,140731818
LUNES;RAFAEL DELGADO, ENTRE BOLÍVAR E ISABEL LA CATÓLICA “Tianguis Rafael Delgado”;07:00 A 17:00 HORAS;19,410153948;-99,140582075
JUEVES;DIVISION DEL NORTE ENTRE FCO. I. MADERO Y PUERTO MAZATLAN;07:00 A 17:00 HORAS;19,555046505;-99,140187402
VIERNES;AV. DEL CASTILLO ENTRE GUADALUPE VICTORIA Y PALMIRA;07:00 A 17:00 HORAS;19,538648830;-99,139828651
DOMINGO;DEBBUSY ENTRE CLAVE E INSURGENTES NORTE;07:00 A 17:00 HORAS;19,467223188;-99,139735567
DOMINGO;MIRAVALLE ENTRE MALITZIN Y PRESIDENTES;6:00 A 16:00 HORAS;19,366071893;-99,139639539
DOMINGO;MIRAVALLE ENTRE PRESIDENTES Y FUENTES BROTANTES;6:00 A 16:00 HORAS;19,366699164;-99,139532853
JUEVES;PEÑAFIEL ESQ. CHAVERO “Tianguis Peñafiel”;07:00 A 17:00 HORAS;19,417457140;-99,139521532
LUNES;5 DE FEBRERO Y TOLEDO;6:00 A 16:00 HORAS;19,395702066;-99,139441172
MIÉRCOLES;CALLEJÓN DE LUNA, ENTRE LUNA Y FÉLIX U. GÓMEZ “Tianguis Luna”;07:00 A 17:00 HORAS;19,448406687;-99,139184130
DOMINGO;NETZAHUALPILLI ENTRE CALZADA DE TLALPAN Y DIVISION DEL NORTE;8:00 A 19:00 HORAS;19,324120078;-99,138822004
VIERNES;ELISA ENTRE DON JUAN Y DON LUIS;6:00 A 16:00 HORAS;19,379901358;-99,138748826
MARTES;ELISA ENTRE DON JUAN Y DON LUIS;6:00 A 16:00 HORAS;19,380572992;-99,138652927
MIÉRCOLES;ARTICULO 27 CONSTITUCIONAL ENTRE ETEN Y PASACUA;07:00 A 17:00 HORAS;19,490487798;-99,138698035
MIÉRCOLES;ETEN ENTRE RICARTE Y CALZADA AZCAPOTZALCO LA VILLA;07:00 A 17:00 HORAS;19,490478524;-99,138653810
SÁBADO;HUITZACHEZ / RANCHO DE LOS COLORINES Y AV. DE LAS TORRES;08:00 A 19:00 HORAS;19,289825087;-99,138470038
DOMINGO;ELORDUY ENTRE AV. RIO CONSULADO Y CLAVE;07:00 A 17:00 HORAS;19,467291931;-99,138479157
JUEVES;PLUTARCO ELIAS CALLES ENTRE MALITZIN Y EMILIANO ZAPATA;6:00 A 16:00 HORAS;19,364633291;-99,138276177
DOMINGO;GERARDO NUÑEZ ENTRE MIGUEL LERDO DE TEJEDA Y AGUSTIN LARA;07:00 A 17:00 HORAS;19,562083698;-99,138440150
JUEVES;LAS TORRES (TRANSMISIONES) / EJIDO Y ACOXPA;08:00 A 19:00 HORAS;19,299819184;-99,138079053
MARTES;BENITO JUAREZ ENTRE VENUSTIANO CARRANZA Y AV. GUADALUPE VICTORIA;07:00 A 17:00 HORAS;19,544319886;-99,138202698
DOMINGO;BENITO JUAREZ ENTRE VENUSTIANO CARRANZA Y AV. GUADALUPE VICTORIA;07:00 A 17:00 HORAS;19,544319886;-99,138202698
DOMINGO;LATERAL DE INSURGENTES NORTE ENTRE MEYERBEER Y DONIZATTI ERNESTO ENTRE MEYERBEER Y CLAVE;07:00 A 17:00 HORAS;19,468653135;-99,138097566
JUEVES;PLUTARCO ELIAS CALLES ENTRE MALITZIN  Y MUNICIPIO LIBRE;6:00 A 16:00 HORAS;19,365739939;-99,137999443
SÁBADO;MORELOS ESQ. CARRETERA MÉXICO XOCHIMILCO;08:00 A 19:00 HORAS;19,204658994;-99,137568621
