DÍA;Ubic;Horario;Latitude;Longitude
LUNES;QUERETARO, COLIMA Y YUCATAN;08:00 A 19:00 HORAS;19,361104090;-99,020202002
LUNES;CULIACAN ENTRE COLIMA Y CHIHUAHUA;08:00 A 19:00 HORAS;19,345736941;-99,042581583
LUNES;18 DE MARZO Y BENITO JUAREZ;08:00 A 19:00 HORAS;19,347772037;-98,991258154
LUNES;"CALLE CANDELABROS ENTRE AV. LAS TORRES (JOSE CLEMENTE OROZCO) Y AV. TLAHUAC; CALLE DESPOSORIOS DE AV. TLAHUAC HASTA EL MERCADO SAN LORENZO Y BANQUETA DE LADO SUR SOBRE AV. LAS TORRES (JOSE CLEMENTE OROZCO)";08:00 A 19:00 HORAS;19,310919262;-99,071905020
LUNES;AV. CENTRAL ENTRE AV. UNIVERSIDAD Y CONSTITUCION DE APATZINGAN;08:00 A 19:00 HORAS;19,385041969;-99,054485837
LUNES;JESUS GARIBAY Y GUSTAVO DIAZ ORDAZ;08:00 A 19:00 HORAS;19,329979048;-99,058846046
LUNES;LUIS CABRERA ENTRE SAMUEL GOMPERS Y MANLIO FAVIO ALTAMIRANO;08:00 A 19:00 HORAS;19,348977056;-99,050857981
LUNES;TLILALPACATL, CUAUHTEMOC Y VILLA FRANQUEZA;08:00 A 19:00 HORAS;19,325869105;-99,048479996
LUNES;AV. EDUCACION TECNOLOGICA ENTRE RIMA Y SONETO;8:00 A 17:00 HORAS;19,231813066;-98,997732992
LUNES;CALLE SAN RAFAEL ATLIXCO ENTRE MANUEL M. LOPEZ Y SALVADOR DIAZ MIRON;8:00 A 17:00 HORAS;19,305357994;-99,041819622
LUNES;CALLE ESTACION DE PINO SUAREZ ENTRE AVENDA SAN RAFAEL ATLIXCO Y ESTACION SAN LAZARO Y CALLE TEZONCO;8:00 A 17:00 HORAS;19,313147082;-99,040435044
LUNES;AV. LAS TORRES ENTRE GONZALO CURIER Y MANUEL ESPERON SANTIAGO TULYEHUALCO;9:00 A 17:00 HORAS;19,251286047;-99,030575721
MARTES;AV. POPOCATEPETL Y VOLCAN VIBORILLAS ENTRE MEZONTEPEC;07:00 A 17:00 HORAS;19,471803887;-99,061902594
MARTES;EXPLANADA LA HORMIGA ENTRE 602 Y ANDADOR 679;07:00 A 17:00 HORAS;19,450991475;-99,055900973
MARTES;EXPLANADA LA HORMIGA ENTRE 602 Y ANDADOR 679;07:00 A 17:00 HORAS;19,450991475;-99,055900973
MARTES;AV. TEXCOCO ENTRE CALLE 3 Y CALLE 4, COL. PANTITLÁN;08:00 A 19:00 HORAS;19,417894797;-99,063055094
MARTES;AVE. MEXICO ENTRE CALLE 2 Y CALLE 3, CENTRAL PANTITLAN;08:00 A 19:00 HORAS;19,405731721;-99,066318933
MARTES;SEBASTIAN BARRIGUETE Y 5 DE MAYO;08:00 A 19:00 HORAS;19,367553103;-99,036127032
MARTES;CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,310919262;-99,071905020
MARTES;AV. GUELATAO Y BATALLON LIGERO DE TOLUCA;08:00 A 19:00 HORAS;19,377738158;-99,037037190
MARTES;MANUEL ZEPEDA PERAZA ENTRE LINO MERINO Y JUAN ENRIQUE DE LA GARZA;08:00 A 19:00 HORAS;19,398916081;-99,056963010
MARTES;AVENIDA HIDALGO ENTRE SAN RAFAEL ATLIXCO  Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,371240111;-99,075896038
MARTES;CALLE SAN FELIPE DE JESUS ENTRE HIDALGO Y 4 DE MARZO (LA PURISIMA);08:00 A 19:00 HORAS;19,353827153;-99,072858526
MARTES;CEDRO ENTRE OAXACA Y LAUREL;08:00 A 19:00 HORAS;19,342619057;-99,001239996
MARTES;4TA DE DOMINGO RIOS ENTRE 1RA Y 3RA DE DOMNGO RIOS;08:00 A 19:00 HORAS;19,361932305;-99,063371485
MARTES;EJE 5 SUR ESQ. ROJO GOMEZ;08:00 A 19:00 HORAS;19,378858065;-99,077296011
MARTES;URSULO GALVAN ENTRE 20 DE NOVIEMBRE Y PROL. VICENTE GUERRERO;08:00 A 19:00 HORAS;19,330578121;-99,046717967
MARTES;PROL. POZOS Y JUSTO SIERRA;08:00 A 19:00 HORAS;19,329353079;-99,035168998
MARTES;CANAL DE GARAY ENTRE MARIANO GARDUÑO Y FELIPE OBREGON;08:00 A 19:00 HORAS;19,337047057;-99,065515040
MARTES;AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO;08:00 A 19:00 HORAS;19,308128335;-99,076580886
MARTES;MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO;08:00 A 19:00 HORAS;19,398916081;-99,056963010
MARTES;MANUEL PEREZ ROMERO Y ELISA ACUÑA;08:00 A 19:00 HORAS;19,377659880;-99,016085584
MARTES;AV. DE LAS FLORES ENTRE SANTA ROSA Y SANTA LUCIA;08:00 A 19:00 HORAS;19,327296737;-99,028883573
MARTES;CALLE GLADIOLA Y AMAPOLA;08:00 A 19:00 HORAS;19,334320132;-99,020853994
MARTES;INSURGENTES ENTRE MANUEL GONZALEZ Y CENTAURO DEL NORTE;08:00 A 19:00 HORAS;19,338462067;-99,053820013
MARTES;BATALLA DE CALPULALPAN DE 1861 Y 16 DE 1861;08:00 A 19:00 HORAS;19,381570316;-99,064870872
MARTES;FELIPE DE LA GARZA Y JOSE TRINIDAD SALGADO ENTRE VICENTE MARISCAL Y AV. TEXCOCO;08:00 A 19:00 HORAS;19,396665078;-99,049209033
MARTES;MOLINO Y DERECHOS DEMOCRATICOS ENTRE AV. LA TURBA Y PIRAÑA;08:00 A 19:00 HORAS;19,292235523;-99,064996548
MARTES;BATALLA DE  CALPULALPAN ENTRE 11 DE ENERO DE 1861 Y 16 DE MARZO DE 1861;08:00 A 19:00 HORAS;19,381570316;-99,064870872
MARTES;CALLE VILLA CID Y VILLA INFERIOR;08:00 A 19:00 HORAS;19,322236103;-99,042226025
MARTES;CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA;08:00 A 19:00 HORAS;19,399374083;-99,058413030
MARTES;AV. 10 DE CALLE 51 A 53 (DENTRO DE LAS CANCHAS DE FRONTON );08:00 A 19:00 HORAS;19,349094774;-99,044067860
MARTES;ROSARIO CASTELLANOS Y EJE 5;08:00 A 19:00 HORAS;19,374077103;-99,052606986
MARTES;AV. DEL ROSAL ENTRE HORTENSIA Y CLAVELINA;08:00 A 19:00 HORAS;19,345634557;-99,070742080
MARTES;HIDALGO, PRIMAVERA Y LAS PALMAS;08:00 A 19:00 HORAS;19,345736941;-99,042581583
MARTES;NIÑOS HEROES ENTRE JUAN DE LA BARRERA Y FRANCISCO I MADERO;08:00 A 19:00 HORAS;19,351490066;-98,995629026
MARTES;CALLE 7 Y CORONEL LINO MERINO;08:00 A 19:00 HORAS;19,400197124;-99,058083977
MARTES;AV.4 DE LADO ORIENTE, DE CALLE 47 A CALLE 55;08:00 A 19:00 HORAS;19,345736941;-99,042581583
MARTES;CALLE CANDELABROS EN EXPL. DEL MERCADO DE SAN LORENZO T. ENTRE AV. TLAHUAC Y AV. DE LAS TORRES (JOSE CLEMENTE OROZCO);08:00 A 19:00 HORAS;19,310919262;-99,071905020
MARTES;CALLE SATELITE Y VENUS;08:00 A 19:00 HORAS;19,338455105;-99,008045964
MARTES;"CALLE CANDELABROS ENTRE AV. LAS TORRES (JOSE CLEMENTE OROZCO) Y AV. TLAHUAC; CALLE DESPOSORIOS DE AV. TLAHUAC HASTA EL MERCADO SAN LORENZO Y BANQUETA DE LADO SUR SOBRE AV. LAS TORRES (JOSE CLEMENTE OROZCO)";08:00 A 19:00 HORAS;19,310919262;-99,071905020
MARTES;SAN RAFAEL ATLIXCO ENTRE FRANCISCO ANDRADE Y 2DA. CERRADA DE EMILIO PORTES GIL;08:00 A 19:00 HORAS;19,353221098;-99,069180021
MARTES;AV. 3 ENTRE AV. DEL ARBOL Y FLOR DE MAYO;08:00 A 19:00 HORAS;19,317523652;-99,061617062
MARTES;AV. LAS TORRES ENTRE AV. POZOS Y AV. DE LAS MINAS;08:00 A 19:00 HORAS;19,335940108;-99,031372980
MARTES;AV. 8 DE CALLE 65 A LA CALLE 71 Y DE LA CALLE 741 A LA AV. 12,  AV. 10 DE CALLE 65 HASTA LA CALLE 71;08:00 A 19:00 HORAS;19,347781661;-99,046202531
MARTES;AV. GUELATAO Y BATALLON LIGERO DE TOLUCA;08:00 A 19:00 HORAS;19,377738158;-99,037037190
MARTES;BILBAO ENTRE AV. 11 Y AV. SAN LORENZO;08:00 A 19:00 HORAS;19,328702077;-99,078920975
MARTES;AV. 4 DE CALLE C55 A 31, AV. 6 DE CALLE 39 A 47, AV. 8 DE CALLE 55A 71 Y DE 47 A 39, AV. 10 DE CALLE 63 A 47 Y CALLE 47 DE ERMITA A SAMUEL GOMPERS;08:00 A 19:00 HORAS;19,345736941;-99,042581583
MARTES;CALLE MORELOS ENTRE CALLE INSURGENTES Y ALDAMA;8:00 A 17:00 HORAS;19,175668237;-99,032594198
MARTES;AVENIDA DEL TRABAJO,  JOSE LOPEZ PORTILLO Y MIGUEL HIDALGO;8:00 A 17:00 HORAS;19,198648846;-99,007025964
MARTES;CERRADA MORELOS, ENTRE TOLUCA Y PROLONGACIÓN PEÑA ALTA, PEÑA ALTA;8:00 A 17:00 HORAS;19,232267058;-99,004822983
MARTES;CALLE JUAN M. RETES ENTRE RIACHUELO SERPENTINO TIERRA Y LIBERTAD;8:00 A 17:00 HORAS;19,280106054;-99,001228961
MIÉRCOLES;EXPLANADA LA HORMIGA ENTRE 602 Y ANDADOR 679;07:00 A 17:00 HORAS;19,450991475;-99,055900973
MIÉRCOLES;AV. 412 ENTRE AV. 483 Y 487;07:00 A 17:00 HORAS;19,466973566;-99,075317829
MIÉRCOLES;CAMINO PARQUE CENTRAL ENTRE CAMINO UNION Y CAMINO ESFUERZO;07:00 A 17:00 HORAS;19,486053292;-99,077444036
MIÉRCOLES;ESTADO DE MORELOS ENTRE UNION A Y CHIHUAHUA;07:00 A 17:00 HORAS;19,485017118;-99,074571365
MIÉRCOLES;LAGOS DE MORENO ENTRE TEPATITLAN Y CALPULALPAN;07:00 A 17:00 HORAS;19,493466209;-99,069721028
MIÉRCOLES;CAMINO PARQUE CENTRAL ENTRE CAMINO UNION Y CAMINO ESFUERZO;07:00 A 17:00 HORAS;19,486053292;-99,077444036
MIÉRCOLES;CAMINO PARQUE CENTRAL ENTRE CAMINO UNION Y CAMINO ESFUERZO;07:00 A 17:00 HORAS;19,486053292;-99,077444036
MIÉRCOLES;"CAMINO PARQUE CENTRAL ENTRE UNION ""A"" Y CAMINO CAMPESTRE";07:00 A 17:00 HORAS;19,486053292;-99,077444036
MIÉRCOLES;CALLE 653 Y ANDADOR 662 ENTRE LA AV. 606 Y AV. 604;07:00 A 17:00 HORAS;19,454083955;-99,061934645
MIÉRCOLES;AV. CIRCUNVALACION ENTRE PLAN DE SAN LUIS Y PROL. CIRCUNVALACIÓN;08:00 A 19:00 HORAS;19,345736941;-99,042581583
MIÉRCOLES;INSURGENTES ENTRE VERACRUZ Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,338438104;-98,991716022
MIÉRCOLES;MANUEL ZEPEDA PERAZA ENTRE LINO MERINO Y JUAN ENRIQUE DE LA GARZA;08:00 A 19:00 HORAS;19,398916081;-99,056963010
MIÉRCOLES;AVENIDA HIDALGO ENTRE SAN RAFAEL ATLIXCO  Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,371240111;-99,075896038
MIÉRCOLES;CALLE SAN FELIPE DE JESUS ENTRE HIDALGO Y 4 DE MARZO (LA PURISIMA);08:00 A 19:00 HORAS;19,353827153;-99,072858526
MIÉRCOLES;4TA DE DOMINGO RIOS ENTRE 1RA Y 3RA DE DOMNGO RIOS;08:00 A 19:00 HORAS;19,361932305;-99,063371485
MIÉRCOLES;VILLA SON ENTRE INSURGENTES Y VILLA BRUSUEL;08:00 A 19:00 HORAS;19,334335194;-99,039990133
MIÉRCOLES;LEONARDO DA VINCI Y AV. PALMITAS;08:00 A 19:00 HORAS;19,335572099;-99,024990976
MIÉRCOLES;EJE 5 SUR ESQ. ROJO GOMEZ;08:00 A 19:00 HORAS;19,378858065;-99,077296011
MIÉRCOLES;AV. JOSE CLEMENTE OROZCO ENTRE CANDELABROS HASTA LA CALLE 18 O SAN ANTONIO;08:00 A 19:00 HORAS;19,308128335;-99,076580886
MIÉRCOLES;ALDAMA ENTRE PUERTA DE AVILA Y SAN ANTONIO;08:00 A 19:00 HORAS;19,304527839;-99,070067413
MIÉRCOLES;CALLE 4 ENTRE PONIENTE 4 Y AV. 5;08:00 A 19:00 HORAS;19,369935123;-99,049703028
MIÉRCOLES;BRIGADA CARBAJAL, BRIGADA ALVAREZ Y JOSE N. PRIETO,PEÑON;08:00 A 19:00 HORAS;19,369289103;-99,025929020
MIÉRCOLES;PLAZA MAYOR ENTRE PLAZA VOLADOR Y PLAZA DEL ARBOL;08:00 A 19:00 HORAS;19,387182082;-99,077652972
MIÉRCOLES;MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO;08:00 A 19:00 HORAS;19,398916081;-99,056963010
MIÉRCOLES;CDA DE MZ. 1 Y ANTONIO LEON LOYOLA;08:00 A 19:00 HORAS;19,387560420;-99,050317971
MIÉRCOLES;FRANCISCO JAVIER MINA Y MARIANO MATAMOROS;08:00 A 19:00 HORAS;19,341646096;-99,036320980
MIÉRCOLES;CALLE 7 Y CORONEL LINO MERINO;08:00 A 19:00 HORAS;19,400197124;-99,058083977
MIÉRCOLES;BENITO JUAREZ E HIDALGO;08:00 A 19:00 HORAS;19,354117129;-99,004427983
MIÉRCOLES;AV. 1 ENTRE FLOR DE AZUCENA Y RIO ATOYAC;08:00 A 19:00 HORAS;19,322001948;-99,063433186
MIÉRCOLES;CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA;08:00 A 19:00 HORAS;19,399374083;-99,058413030
MIÉRCOLES;ZACANI DE AV. TEXCOCO Y TERCIO ENTRE ROSAS Y ALAMO;08:00 A 19:00 HORAS;19,384242069;-99,025885008
MIÉRCOLES;AV. JOSE LÓPEZ PORTILLO ENTRE ALAMOS E IGNACIO ALLENDE;08:00 A 19:00 HORAS;19,322547054;-99,057521957
MIÉRCOLES;AV. PLUTARCO ELIAS CALLES ENTRE ADOLFO RUIZ CORTINEZ Y ANA KARENINA;08:00 A 19:00 HORAS;19,357716089;-99,064999975
MIÉRCOLES;GUERRA DE REFORMA ENTRE EJE 5 SUR Y BATALLA DE SILAO;08:00 A 19:00 HORAS;19,373498119;-99,070412996
MIÉRCOLES;REPUBLICA FEDERAL Y FRANCISCO CESAR MORALES, HASTA PINOS, Y ABARCANDO;08:00 A 19:00 HORAS;19,345736941;-99,042581583
MIÉRCOLES;SAUCE, PALMAR AV. PRIMAVERA;08:00 A 19:00 HORAS;19,344969055;-99,009705030
MIÉRCOLES;VILLA ELOISA, VILLA CID Y VILLA FRANQUEZA;08:00 A 19:00 HORAS;19,327877346;-99,040907717
MIÉRCOLES;AMADOR SALAZAR Y AV. TEXCOCO GENERALISIMO MORELOS CALLE S/N IGNACIO ZARAGOZA FRANCISCO CESAR MORALES Y CEDROS OYAMELES ERMITA ZARAGOZA LA COLMENA FUENTES DE ZARAGOZA;08:00 A 19:00 HORAS;19,345736941;-99,042581583
MIÉRCOLES;AGUASCALIENTES Y NAYARIT Y VILLA HERMOSA COL. PEÑON DE LOS BAÑOS;08:00 A 19:00 HORAS;19,441452111;-99,078818982
MIÉRCOLES;AGUASCALIENTES ENTRE NAYARIT Y COLONES COL. PEÑON DE LOS BAÑOS;08:00 A 19:00 HORAS;19,441465490;-99,079638276
MIÉRCOLES;AV. ADOLFO LOPEZ MATEOS Y JAVIER BARROS SIERRA Y AV. CARACOL COL. ADOLFO LÓPEZ MATEOS;08:00 A 19:00 HORAS;19,425276028;-99,073514916
MIÉRCOLES;CALLE CORRIENTE DEL ORO;8:00 A 17:00 HORAS;19,173038756;-98,997401956
MIÉRCOLES;CALLE SANTA CRUZ ENTRE ALTA TENSION Y CUARTA CERRADA DE SANTA CRUZ;8:00 A 17:00 HORAS;19,310388043;-99,047627957
MIÉRCOLES;CALLE ALVARO OBREGON ENTRE ESTEBAN CHAVERO Y ADREU ALMAZAN;8:00 A 17:00 HORAS;19,289692098;-99,013224968
MIÉRCOLES;CALLE AIDA ENTRE JACOBO DE LIEJA Y BARTOLOME DE ESCOBEDO GUAYULE;8:00 A 17:00 HORAS;19,291866132;-99,054001026
MIÉRCOLES;CALLE AGUSTIN LARA ENTRE AVENIDA JUVENTINO ROSAS Y HOJA SECA;8:00 A 17:00 HORAS;19,276528110;-98,996344033
MIÉRCOLES;PABLO BANUET ENTRE FRANCISCO JIMENEZ Y ANTONIO SIERRA;8:00 A 17:00 HORAS;19,287708051;-99,036355992
MIÉRCOLES;ACUEDUCTO ENTRE CALVARIO Y FLORICULTOR SAN LUIS;9:00 A 17:00 HORAS;19,255484172;-99,036664431
SÁBADO;AV. 604 ENTRE AV. 661 Y 699;07:00 A 17:00 HORAS;19,454602757;-99,056766723
SÁBADO;CALLE ESTADO DE MORELOS ENTRE ZACATECAS Y YUCATAN;07:00 A 17:00 HORAS;19,488620383;-99,068512728
SÁBADO;CALPULALPAN ENTRE VALLE ALTO Y ATOYAC;07:00 A 17:00 HORAS;19,492425253;-99,070555850
SÁBADO;REPUBLICA FEDERAL ENTRE IGNACIO LOPEZ TARZSO Y MANUEL GANDALA;08:00 A 19:00 HORAS;19,363859113;-99,024656963
SÁBADO;CALLE REVOLUCIÓN;08:00 A 19:00 HORAS;19,337714966;-98,995073963
SÁBADO;NICARAGUA ENTRE VERICRUZ ROBLE Y  NARD;08:00 A 19:00 HORAS;19,342282131;-98,989747967
SÁBADO;INSURGENTES ENTRE VERACRUZ Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,338438104;-98,991716022
SÁBADO;AV. GUELATAO Y BATALLON LIGERO DE TOLUCA;08:00 A 19:00 HORAS;19,377738158;-99,037037190
SÁBADO;MANUEL ZEPEDA PERAZA ENTRE LINO MERINO Y JUAN ENRIQUE DE LA GARZA;08:00 A 19:00 HORAS;19,398916081;-99,056963010
SÁBADO;AVENIDA HIDALGO ENTRE SAN RAFAEL ATLIXCO  Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,371240111;-99,075896038
SÁBADO;CALLE SAN FELIPE DE JESUS ENTRE HIDALGO Y 4 DE MARZO (LA PURISIMA);08:00 A 19:00 HORAS;19,353827153;-99,072858526
SÁBADO;4TA DE DOMINGO RIOS ENTRE 1RA Y 3RA DE DOMNGO RIOS;08:00 A 19:00 HORAS;19,361932305;-99,063371485
SÁBADO;EMILIO N. ACOSTA Y AV. TEXCOCO;08:00 A 19:00 HORAS;19,345736941;-99,042581583
SÁBADO;SANTA CRUZ Y RIO NAZAS;08:00 A 19:00 HORAS;19,329369560;-99,064226577
SÁBADO;FRANCISCO CESAR MORALES Y EMILIO P. CAMPA;08:00 A 19:00 HORAS;19,345736941;-99,042581583
SÁBADO;CANDELABROS ENTRE AV. LAS TORRES Y AV. TLAHUAC;08:00 A 19:00 HORAS;19,310919262;-99,071905020
SÁBADO;CALLE CANDELABROS EN EXPL. DEL MERCADO DE SAN LORENZO T. ENTRE AV. TLAHUAC Y AV. DE LAS TORRES;08:00 A 19:00 HORAS;19,310919262;-99,071905020
SÁBADO;EJE 5 SUR ESQ. ROJO GOMEZ;08:00 A 19:00 HORAS;19,378858065;-99,077296011
SÁBADO;AV. EXPLORADORES DE EJERCITO DE ORIENTE ENTRE CAMILO RIOS Y PABLO MENA;08:00 A 19:00 HORAS;19,370318567;-99,029907381
SÁBADO;CANAL DE PANAMA ENTRE BENITO MIRANDA Y PORFIRIO DIAZ;08:00 A 19:00 HORAS;19,332249059;-99,052922979
SÁBADO;AV. DE LAS FLORES ENTRE SANTA ROSA Y SANTA LUCIA;08:00 A 19:00 HORAS;19,327296737;-99,028883573
SÁBADO;CALLE 4 ENTRE PONIENTE 4 Y AV. 5;08:00 A 19:00 HORAS;19,369935123;-99,049703028
SÁBADO;CDA DE MZ. 1 Y ANTONIO LEON LOYOLA;08:00 A 19:00 HORAS;19,387560420;-99,050317971
SÁBADO;FRANCISCO VILLA ENTRE  FELIPE ANGELES Y VENUSTIANO CARRANZA;08:00 A 19:00 HORAS;19,356511063;-98,997314035
SÁBADO;AV. SANTA CRUZ, UNA PARTE DE ANASTACIO BUSTAMANTE HASTA RIO COLORADO, DE LA ENTRADA DE LA UNIDAD LA SELVA;08:00 A 19:00 HORAS;19,329686857;-99,063984034
SÁBADO;BATALLONES ROJOS ENTRE CENTRAL Y SOTA Y GAMA;08:00 A 19:00 HORAS;19,357798073;-99,061038207
SÁBADO;MANUEL CEPEDA PERAZA ENTRE CALZ. IGNACIO ZARAGOZA Y JUAN ENRIQUEZ Y LINO MERINO;08:00 A 19:00 HORAS;19,398916081;-99,056963010
SÁBADO;VALENTINA TERESKOBA ENTRE JUANA DE ARCO Y GABRIELA MISTRAL;08:00 A 19:00 HORAS;19,370537053;-99,069445003
SÁBADO;GUILLERMO PRIETO ENTRE ROSA MORADA Y LAZARO CARDENAS  * NO SE ENCUENTRA UBICACIÓN EXACTA;08:00 A 19:00 HORAS;19,353199503;-99,008723663
SÁBADO;AV. POZOS E INSURGENTES;08:00 A 19:00 HORAS;19,334800111;-99,033045020
SÁBADO;AV. JOSE LÓPEZ PORTILLO ENTRE ALAMOS E IGNACIO ALLENDE;08:00 A 19:00 HORAS;19,322547054;-99,057521957
SÁBADO;CALLE 7 Y CORONEL LINO MERINO;08:00 A 19:00 HORAS;19,400197124;-99,058083977
SÁBADO;PLAYA ENCANTADA;08:00 A 19:00 HORAS;19,322704104;-99,048236025
SÁBADO;AV. MEXICO Y CDA. AV. MEXICO;08:00 A 19:00 HORAS;19,345736941;-99,042581583
SÁBADO;CALLE 7 ENTRE CALZADA ZARAGOZA Y CALLE PUEBLA;08:00 A 19:00 HORAS;19,399374083;-99,058413030
SÁBADO;SATELITE Y VENUS;08:00 A 19:00 HORAS;19,338455105;-99,008045964
SÁBADO;"CALLE CANDELABROS ENTRE AV. LAS TORRES (JOSE CLEMENTE OROZCO) Y AV. TLAHUAC; CALLE DESPOSORIOS DE AV. TLAHUAC HASTA EL MERCADO SAN LORENZO Y BANQUETA DE LADO SUR SOBRE AV. LAS TORRES (JOSE CLEMENTE OROZCO)";08:00 A 19:00 HORAS;19,310919262;-99,071905020
SÁBADO;SAN RAFAEL ATLIXCO ENTRE FRANCISCO ANDRADE Y 2DA. CERRADA DE EMILIO PORTES GIL;08:00 A 19:00 HORAS;19,353221098;-99,069180021
SÁBADO;AV. MEXICO PUEBLA Y CAYETANO ANDRADE;08:00 A 19:00 HORAS;19,363468048;-99,004773981
SÁBADO;AV. GUELATAO Y BATALLON LIGERO DE TOLUCA;08:00 A 19:00 HORAS;19,377738158;-99,037037190
SÁBADO;EXPLORADORES DE EJERCITO DE ORIENTE Y EXPLORADOREZ DE ZARAGOZA;08:00 A 19:00 HORAS;19,365264099;-99,024333992
SÁBADO;VLLA ELOISA, VILLA CID Y VILLA FRANQUEZA;08:00 A 19:00 HORAS;19,327877346;-99,040907717
SÁBADO;AV. DE LAS TORRES ENTRE AV. TLAHUAC Y EL CONDOMINIO 20;08:00 A 19:00 HORAS;19,310449112;-99,074669508
SÁBADO;EJE 6 ENTRE ANILLO PERIFERICO Y LUIS MENDEZ;08:00 A 19:00 HORAS;19,363062397;-99,053910827
SÁBADO;AV. JOSE CLEMENTE OROZCO ENTRE CONDOMINIO 20 A CANAL DE CHALCO;08:00 A 19:00 HORAS;19,308128335;-99,076580886
SÁBADO;CANAL REVOLUCION ENTRE GUILLERMO PRIETO Y VICENTE GUERRERO;8:00 A 17:00 HORAS;19,283406528;-99,039776461
SÁBADO;AVENIDA AGUSTIN LARA ENTRE CALLE HOJA SECA Y JUVENTINO ROSAS;8:00 A 17:00 HORAS;19,276528110;-98,996344033
SÁBADO;CALLE PROLONGACION MIGUEL HIDALGO ENTRE LA CALLE RAFAEL CASTILLO Y SEGUNDA CERRADA DE PROLONGACION HIDALGO COL LA HABABNA;8:00 A 17:00 HORAS;19,268233055;-98,998462030
SÁBADO;AVENIDA GUILLERMO PRIETO ENTRE LA AVENIDA LA TURBA Y SABILA;8:00 A 17:00 HORAS;19,283388984;-99,039827946
SÁBADO;CALLE CENICIENTA ENTRE LUCAS MARENZIO Y FRANCISCO PEÑALOZA;8:00 A 17:00 HORAS;19,292788081;-99,046622811
SÁBADO;MARIANO JARDON SANTIAGO TUYEHUALCO;9:00 A 17:00 HORAS;19,256709540;-99,007841946
SÁBADO;CENTRO DE TULYEHUALCO;9:00 A 17:00 HORAS;19,253773707;-99,012978389
VIERNES;EXPLANADA LA HORMIGA ENTRE 602 Y ANDADOR 679;07:00 A 17:00 HORAS;19,450991475;-99,055900973
VIERNES;ACAMBARO ENTRE VALLE ALTO Y CUMBRES DE ACULTZINGO;07:00 A 17:00 HORAS;19,497115136;-99,065665639
VIERNES;AV. FRANCISCO MORAZAN ENTRE AV. 1525 Y AV. 1533;07:00 A 17:00 HORAS;19,469084071;-99,064169085
VIERNES;CALLE SUR 8 ENTRE CANAL Y CHURUBUSCO Y ORIENTE 229, COLONIA AGRICOLA ORIENTAL;08:00 A 19:00 HORAS;19,401310232;-99,080011212
VIERNES;SUR 8 ENTRE ORIENTE 249-B Y ORIENTE 255, COL. AGRICOLA ORLENTAL;08:00 A 19:00 HORAS;19,398990256;-99,065103780
VIERNES;SUR 8 ENTRE ORIENTE 245-B Y ORIENTE 245-C, COL. AGRICOLA ORIENTAL;08:00 A 19:00 HORAS;19,399450661;-99,068663900
VIERNES;SEBASTIAN BARRIGUETE Y 5 DE MAYO;08:00 A 19:00 HORAS;19,367553103;-99,036127032
VIERNES;TIERRA BLANCA ENTRE LATERAL AUTOPISTA, SECC. RANCHITO;08:00 A 19:00 HORAS;19,351042055;-98,987283963
VIERNES;MANUEL ZEPEDA PERAZA ENTRE LINO MERINO Y JUAN ENRIQUE DE LA GARZA;08:00 A 19:00 HORAS;19,398916081;-99,056963010
VIERNES;AVENIDA HIDALGO ENTRE SAN RAFAEL ATLIXCO  Y VICENTE GUERRERO;08:00 A 19:00 HORAS;19,371240111;-99,075896038
VIERNES;CALLE SAN FELIPE DE JESUS ENTRE HIDALGO Y 4 DE MARZO (LA PURISIMA);08:00 A 19:00 HORAS;19,353827153;-99,072858526
VIERNES;4TA DE DOMINGO RIOS ENTRE 1RA Y 3RA DE DOMNGO RIOS;08:00 A 19:00 HORAS;19,361932305;-99,063371485
VIERNES;CALLE CANDELABROS EN EXPL. DEL MERCADO DE SAN LORENZO T. ENTRE AV. TLAHUAC Y AV. DE LAS TORRES (JOSE CLEMENTE OROZCO);08:00 A 19:00 HORAS;19,310919262;-99,071905020
VIERNES;INGENIERO FELIX F. PALAVICINI ENTRE PORFIRIO DEL CASTILLO Y FRANCISCO MUJICA;08:00 A 19:00 HORAS;19,349252091;-99,062395993
VIERNES;EJE 5 SUR ESQ. ROJO GOMEZ;08:00 A 19:00 HORAS;19,378858065;-99,077296011
VIERNES;CALLE CUITLAHUAC ENTRE FRANCISCO ALVAREZ DEL CASTILLO Y ZAPATA;08:00 A 19:00 HORAS;19,303632116;-99,074030001
VIERNES;SABADELL Y 3° CERRADA DE JOSE LOPEZ PORTILLO;08:00 A 19:00 HORAS;19,329533063;-99,072836990
